date,spread_Q1,spread_Q2,spread_Q3,spread_Q4,spread_Q5,return_Q1,return_Q2,return_Q3,return_Q4,return_Q5
2024-04-02,0.00019396442774238635,0.00048723721581084495,0.0003045023429478429,0.00017565278855329473,1.0738923473914225e-05,-0.011256752919918917,-0.007542274317942887,-0.00827878150775785,-0.006900173378245984,-0.008737765682761538
2024-04-03,0.00026669391792234754,0.0004335956062964811,0.0005908980165339142,0.00012438570587837476,0.0003085006897061476,-0.00994239114827137,-0.006132240108349533,-0.005500879048267304,-0.003432912877245327,-0.005992898862787852
2024-04-04,0.0002804671027180997,0.00029243157681511586,0.0003076483017527142,0.000427022973921934,0.0002494985142560763,-0.007820407872643063,-0.004357906618072534,-0.0036805614866535067,-0.004828687932547577,-0.0022891614423925185
2024-04-05,0.0006560373280443732,0.0002712143962004199,0.00064324841246199,0.00042520081031309037,0.0007477368487358807,-0.0024486722927344624,-0.0022782792890111737,-0.00023839359005267625,-0.00029863269988179207,0.000762481730782973
2024-04-08,0.0002349609066428381,0.0003171399121361621,0.00030726333460919495,0.00017871292863049496,0.00035716760361085014,0.0005649273586737811,-0.0001632040717899943,0.0001147324364462019,0.0007582668600716148,0.00166389445596847
2024-04-09,0.0007727386064387408,0.0002549389075816798,0.0003263212916544809,0.00046812482940570015,0.0004767448591028141,-0.0053402134844246175,-0.0024252915115468704,-0.002795154707219816,-0.0008221715492172051,0.0007501311594396107
2024-04-10,0.0010620572213854906,0.00014995534038290595,0.00026266844064192516,0.00021060531463808105,-0.0001869826564053382,0.00757681684055741,0.007816308665584608,0.005864677293930024,0.006609709816352334,0.005594363624626089
2024-04-11,0.0010910101597646634,0.000426556179118235,0.00042448925904547144,0.0007157644238118498,0.0003013913494497477,0.006967946470326979,0.007933266806818032,0.0050345218296588955,0.0045841242111534465,0.0047576460077929485
2024-04-12,0.0008452845291841238,0.0006051983439545,0.00040733022653331914,0.0004732734242921903,0.0006280158033610142,0.0038138127106326714,0.003914895135166799,0.004433244240861637,0.002975541338113504,0.004263031902680485
2024-04-15,0.0003637782011582,0.00030355699817145236,0.00026790984188592,0.00015499080091747137,0.00015136111475182353,0.009946917294921457,0.008434747958864225,0.007183550526831927,0.005658835208172641,0.0057341832345084096
2024-04-16,0.001132688310286219,0.0006067298199530808,0.0003227120917615999,0.0004318322706083907,0.00039923295986731916,0.020104509774284417,0.015382343580830512,0.014110412662607536,0.009541719632224313,0.0094221564647495
2024-04-17,0.0005687798761765237,0.0003828554894589047,0.0001524582027421749,0.0006789167859613523,0.0005600144501863812,0.014747802403149421,0.010243705455863006,0.007882386215365184,0.00787325001675549,0.005661218917787851
2024-04-18,0.0005545359245884381,0.00031324765367833515,0.0005179879157840502,0.00046017251561237995,0.00030067738254695235,0.015264431224394782,0.01070223996063479,0.009402398315674115,0.006507768078546475,0.0073125858799025605
2024-04-19,0.0007648267241081334,0.0003148013816174001,0.00022066526129821507,0.00022824706627825236,0.0005504307267005568,0.013399322195797229,0.010812723821496343,0.006751187023584369,0.007057495480292164,0.006005989049472216
2024-04-22,0.000671161915954424,0.00034289469058272387,0.00028279633710439494,0.00046149652368210494,0.000172694844721209,0.01375689809148153,0.010641913387091766,0.008212724819312029,0.007974889161512979,0.005038107707687596
2024-04-23,0.0008497182122246429,0.000556733517360835,0.00032783528262146823,0.00036534507981599506,0.0009059381831280475,0.01208243955561848,0.008367160112875596,0.005430368266317559,0.004688712962586737,0.0041972105061265684
2024-04-24,0.0007227639537616523,0.0006887177357677698,0.0004357150463786478,0.00017941481380027145,0.0010690607611092233,0.011145404520904059,0.0067146848481240366,0.004399061042247454,0.0028125794154047114,0.0046097805703241585
2024-04-25,0.0010051428154953333,0.0006590665297305475,0.00046671471948668493,0.0006620371185240401,0.0007374413877845773,0.0162418894985873,0.009695514291502153,0.006960800617763828,0.004192718694412437,0.005354783126820968
2024-04-26,0.00012211488511884748,0.0001929717471159383,0.00030749916796436185,0.0007112324732417149,0.00018876284572193818,0.00832986976394122,0.005297547094787634,0.004199237030240886,0.004131749582376426,0.0030677192870599583
2024-04-29,7.910806365907138e-05,-2.232057524110959e-05,0.0009381075782288851,0.00012091764866410508,0.0002743312400325455,0.0018771856325501773,0.0008492178165774042,0.0034081138137242754,0.0016145524194740844,0.0020078647797813487
2024-04-30,0.0001483787619530569,0.0009535437026595999,0.00017510815806404494,0.0005176054091880352,1.5460404778036164e-05,0.010528585640783268,0.007028696583028695,0.006856978476994566,0.005307113019587853,0.0038945477787086717
2024-05-01,0.0006290680671903715,0.0005601875511648811,0.0004681343312392237,0.0009646424945089903,0.00028374663147857644,0.010474541387289356,0.008335311201250816,0.005437891456362949,0.003965635869315957,0.003730373770780737
2024-05-02,0.00044390265719670453,0.00027932392069131,0.0006134010478824383,0.00036662094545427987,0.0011312215116867283,0.011673157581865263,0.008459864525721764,0.0046624189642640885,0.0032772735026675914,0.0053291555093888925
2024-05-03,0.0005586596919982237,0.0007969898040419812,0.00030008964402236963,0.0002893034831293334,0.00010850225239174299,0.00874532965294261,0.00782696946636013,0.005828014442650039,0.0028204572956026454,0.002961797247541132
2024-05-06,0.00034184935319051907,0.0006307515287430046,0.00023711119758836494,0.0004006971686522349,-0.000304674569767918,0.010984895876585453,0.007927620467898078,0.005582875275153645,0.0046947309429526945,0.0041589440389312405
2024-05-07,0.0005614602634581772,-0.00010376628869236494,6.161445851694485e-05,-8.819757857866184e-05,0.0001750857007549667,0.008152862437775453,0.004811710724789286,0.005555001319535765,0.004409614900466103,0.005823805597855893
2024-05-08,0.0006531083821623727,8.078220931915137e-06,3.0069377060694923e-05,7.379225865405731e-05,-2.568178841282826e-05,0.0022967909531495167,0.0005227727569641578,0.0012760724887992416,0.0018815322688539656,0.0009679808068687944
2024-05-09,6.268359995386355e-05,-1.137396826338486e-05,-0.00019542365335814505,3.665215960227149e-05,3.387044142138095e-05,-0.00036185415897571567,-0.0005107875010786754,-0.0006801982129276902,0.00044349720085035257,4.3469057982046424e-05
2024-05-10,-0.0003026379029546525,-0.0005718026275292854,-0.000245067057313095,0.00012429495919189038,-0.00013420406657208573,0.0019520622691619129,0.0019812069923883075,0.003710850764199062,0.0037417321899010534,0.003707198639779448
2024-05-13,0.00014883870272774745,-0.0002617359685865713,-9.929064297325998e-05,7.184539277342851e-05,0.0003239024574659524,0.004491482765426426,0.00514302072120473,0.006490038806524394,0.006693122624542256,0.008844898193131044
2024-05-14,-0.00038075980990948084,-0.00016981586883924285,-9.695236769099048e-05,-0.0008556716658512471,0.00021215489684039558,0.0051226678616579395,0.00668832406239002,0.006725357961661557,0.006644738216051438,0.007429886256672294
2024-05-15,-0.0005549962741134048,-0.00047028059405536187,-0.0005826053735032451,-0.0003721737476881284,-0.0001927476195791714,0.0007556507257103452,0.0023693756801328758,0.0020543051381992257,0.0038250122990526754,0.00547902057229507
2024-05-16,-0.0002743295509918316,-4.27181026241301e-05,-0.000503125593828645,-0.00023118042292423336,0.00020185484896789502,0.0007428545133878469,0.0023260485997148007,0.0024491710790848853,0.0032588073020804013,0.004525648137421643
2024-05-17,-0.0006140771076087998,-0.0002978441341872099,-0.0002755613361894251,-0.0004344703754609148,0.00013758403313060425,0.0023636348531709856,0.005058991137344661,0.0045457962271157355,0.006625925897884015,0.009818618033343156
2024-05-20,-0.00037565404698939524,-0.00017960726464243815,-0.0007784202493108099,-0.00027726348417563815,-0.00012482516418930005,0.002266015032930233,0.005092139963974214,0.004112837392353319,0.006409734414659809,0.008096662138043813
2024-05-21,-0.0009783688932332238,-0.0006216468153624,-0.000672798159020981,-0.0007581775660498204,-0.001205570013638872,0.0008832917248453782,0.003834339760397589,0.002338268320470438,0.003137262665608163,0.005862194300331537
2024-05-22,-0.0006595214359351191,-0.0004408495925439809,-0.00028239443171525506,-0.0005756869698544699,-0.001017731372630123,0.002340340938643983,0.0041206736891532675,0.0056469620797687725,0.005199460947843333,0.006944151543825119
2024-05-23,-0.0012586909814506666,-0.001054065753107071,-0.0007385435271831148,-0.0009176004812564095,-0.0014886860420904571,0.0032372924704962927,0.005472749086004068,0.0061299832418304934,0.007172096912880102,0.008444065940275242
2024-05-24,-0.0008404504893852592,-0.0009407565801406198,-0.0011826708557684498,-0.000993091038694743,-0.0015824200702352,0.0031020460357372077,0.003490753866355556,0.003435088614186474,0.003780441276492244,0.003194386312188537
2024-05-28,-0.0011066815125654,-0.0006366146791339762,-0.000756647683750965,-0.0007451937983821701,-0.0010258831525970138,0.003685275088223082,0.005849319204954906,0.006755230197363136,0.007797466929620213,0.00987875775372159
2024-05-29,-0.0014413792841449333,-0.000906286906029043,-0.0008936690802250202,-0.0010797273874837382,-0.001520073266958705,0.003971161084576753,0.005051694702101793,0.006283518951483062,0.007398939978605537,0.00866537430017609
2024-05-30,-0.0005937120625651189,-0.0004002845970366715,-0.0003863794202117449,-0.0005709158616932949,-0.0012396417399675858,0.0017738676209888258,0.003250845653477013,0.0031266105609748704,0.004222965412608633,0.0035920864834972856
2024-05-31,-0.0007048888002804621,-0.0007567612254117749,-0.0005339164011641048,-0.0007966560203551476,-0.0015250997517720335,0.0020857299096691405,0.0012153666714046977,0.0033644967356089204,0.0034516284867502217,0.0012010075761617809
2024-06-03,-0.0008270530810693571,-0.0007053879574473999,-0.0006567170231071399,-0.0005205742966285334,-0.001294255793537943,0.00025352195600365464,0.0005789580941645449,0.002941665898855396,0.0026046254886002516,0.0007195899320685035
2024-06-04,0.0004416255766798618,0.0005628272365449819,0.0005020643939940191,0.0006315604571641523,-0.0005390236220593334,0.002688728745747664,0.003298182112079157,0.0024961207503789396,0.0036606118163683963,0.0018468138350499577
2024-06-05,-0.0009121158798469903,-0.0003834312025509286,-0.0007245222502532849,-0.0007539812852384571,-0.0013965798347660857,0.0002766364403818987,0.001961424079333197,0.0005703204502654298,0.001705997204060135,-0.00041289700884075247
2024-06-06,-0.0005014514018186764,-0.00028013691547299077,-0.00028169734815314756,-0.0002739869848015399,-0.0013555769312868192,0.0009211954352061858,0.0018110415721460421,0.0027952961163081984,0.0002449135460156147,6.990546963349948e-05
2024-06-07,-0.0006531271127527384,-8.938090885476808e-07,-0.00036200911370012017,-0.0005758787166234191,-0.0010982749114786191,0.005323171852620991,0.005359916890026132,0.007343736093735789,0.008240359295346443,0.00764069984344431
2024-06-10,0.0002538670802732727,0.0009122554254684398,0.0005882622940502598,0.0007556510623089476,-3.973552146477625e-05,0.007534748213670948,0.00876355020420028,0.010142183002303523,0.011728673925342289,0.011833680228415057
2024-06-11,4.114591851349988e-05,0.0002681886884010619,0.00039032697874539493,-5.767224385301406e-05,-0.0005717644001265952,0.008708459361372399,0.009480944750805909,0.007857724376449923,0.010804959043574916,0.012998113021492851
2024-06-12,-0.0008846495604568476,-0.0002978939578329189,-0.0006383339164035349,-0.00040153723528568074,-0.0014327672182443713,0.0032871051534600045,0.0050727877402184885,0.0073129951229842114,0.008434212534223426,0.004867539957631454
2024-06-13,-6.838242166048115e-05,0.0004536215531277238,0.00027582957547887994,3.6520856868604814e-05,-0.00048185776671981435,0.005209341570839277,0.004471424767743263,0.006557710362456884,0.006614970006557311,0.005303685884578343
2024-06-14,-0.00026504907911635225,0.0003180218886377573,8.344197907547982e-05,8.699706582729532e-05,-0.0006863653739281715,0.004682658198835419,0.0062552154786152045,0.004798981904235922,0.006867976723641649,0.0049757862121691376
2024-06-17,-0.0009927879707227,-0.0005309004384822238,-0.0004501352449137948,-0.0006119197222790666,-0.001498700074660076,0.00518402110912393,0.004700908419989811,0.008134672308812294,0.008621748880124838,0.0054463006267425895
2024-06-18,-0.0007157201466664905,-0.000358931975303457,-0.0005251419280278648,-0.0005848944644239144,-0.0013461064743534666,0.0007799388802533393,0.0038747170672451207,0.0051821000349072995,0.004081236610251083,0.0017827995194747458
2024-06-20,8.964160450754732e-05,5.3013661002666714e-05,0.00023219739954390503,-5.7590215813349775e-06,-0.0007316899706613682,0.0038242518028725235,0.004980494977427713,0.005296839660160119,0.005450417603861054,0.003538191318183647
2024-06-21,0.00035045855910636667,0.0005207391612609574,0.0003982344162210748,0.0006912424308413001,0.0001930988015218905,0.004424046632040627,0.005540769543155398,0.006869685184373741,0.006555127556050722,0.004985735764881366
2024-06-24,-0.0007187469379445956,-0.00018247107946395242,-0.00015037577627671512,-0.0002758365988566098,-0.00032793980406216187,0.0027799196924488227,0.004921270220821571,0.007532031073925334,0.005849143830654764,0.0024737175416214736
2024-06-25,-0.00021092339243001366,0.0004557907415743699,0.0003406880261840401,0.00033823917426608116,4.084627008963327e-05,0.004057911538989474,0.006140339372852117,0.00872158255785911,0.007109235355784067,0.0055477318877452724
2024-06-26,0.0005312881473087045,0.0010408523922749667,0.000906483129238395,0.0005400743654810809,0.0007140293164661901,0.007666197689269973,0.008765799979996129,0.011123396279847372,0.010962056084640404,0.012762125010886655
2024-06-27,1.814836432228185e-05,0.0005035225517995152,6.071120425162388e-05,0.00011270084461280504,-0.00017809972781294265,0.007322847868389528,0.008797051111216673,0.008431649727878672,0.010578357125785951,0.010381962977611897
2024-06-28,0.0003939507776391181,0.00069313960623874,0.000610460404216975,0.0005002105102774861,0.000518678311320685,0.009102860781250792,0.009857888895451436,0.012512298666405186,0.012912268989001455,0.016462536235035026
2024-07-01,0.00021640959780117708,0.0009003166163044651,0.0008019839070919948,0.0009965042697118239,0.0008373278493556806,0.011592856814544642,0.011668356229729131,0.016313046893686674,0.01874478791491619,0.02422622229404737
2024-07-02,0.0007268852389602478,0.0008383971547739856,0.0011180487321722997,0.0013742252004325809,0.001068605803660319,0.016220579767859806,0.015965255824974996,0.017325812838729616,0.019127053216179447,0.02005898261230141
2024-07-03,0.0014204791521481637,0.001243805533638505,0.0019976069757978105,0.0017762882709976145,0.001467235693828155,0.02108288747067198,0.018605118622210808,0.02275966121499743,0.022835896541146282,0.02283223762780905
2024-07-04,-0.0026874786862488955,-0.0025347266506236853,-0.0022494042873967305,-0.0023883545373668746,-0.00249219660046891,0.017349597305810555,0.014405085782654682,0.016917376335555775,0.01621556486928025,0.018070798229435515
2024-07-05,-0.002129513424575959,-0.0023330228597866053,-0.0018854409423814048,-0.0019798200786774003,-0.0017277697807483998,0.014578624777403753,0.01163470258081055,0.013936355043682484,0.014441222695802452,0.016946708338752264
2024-07-08,-0.0014780302163398137,-0.0012197197930066247,-0.0011135210337850478,-0.0013894718954019101,-0.0012918866706987091,0.013526070113854823,0.013378053857526283,0.012922878857883891,0.014246960108466414,0.01477895014689962
2024-07-09,-0.0015710358003668545,-0.001169909866196075,-0.0015961249882588144,-0.00159570121775861,-0.0012946399389174668,0.011756017566563044,0.01121323090371489,0.010706579050986978,0.012163018243478704,0.013955949147933706
2024-07-10,-0.0017609994452899224,-0.0018838867951026898,-0.0018349319078786858,-0.0016613601012262856,-0.0018307485051606946,0.00806220352573326,0.008388792855176713,0.0105802042517374,0.00990360221931547,0.012178322251797576
2024-07-11,-0.001025716931834818,-0.0009063504859878702,-0.0008608258686570812,-0.0009478553899836751,-0.0008586238955992715,0.007394422922916888,0.00773955160077715,0.009798014413447005,0.01043931548558311,0.011592534664239732
2024-07-12,2.774918756779527e-05,-0.00011116089544948108,6.956797558446493e-05,0.0002606159556004143,0.00038039719058620007,0.010624693033560294,0.009638921682452261,0.012681067528942944,0.014965411514539879,0.0175863483185559
2024-07-15,-0.0013647157472440588,-0.0011721664392634252,-0.0012776729576412713,-0.0010722367229694715,-0.0011700502241290853,0.011447878362287271,0.008830247542943847,0.010508287368161593,0.012142413908726227,0.013707891794699839
